Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
2023-05-01,Meegoda,TJC mango,118.52,9.0
2023-05-01,Meegoda,Banana,66.58,14.9
2023-05-01,Meegoda,Pineapple,80.04,3.2
2023-05-01,Narahenpita,TJC mango,140.13,8.7
2023-05-01,Narahenpita,Banana,62.9,13.7
2023-05-01,Narahenpita,Pineapple,82.11,1.8
2023-05-01,Embilipitiya,TJC mango,114.36,4.3
2023-05-01,Embilipitiya,Banana,60.03,21.5
2023-05-01,Embilipitiya,Pineapple,96.73,3.4
2023-05-02,Dambulla,TJC mango,117.9,8.5
2023-05-02,Dambulla,Banana,61.52,14.4
2023-05-02,Dambulla,Pineapple,77.82,3.8
2023-05-02,Pettah,TJC mango,125.8,10.6
2023-05-02,Pettah,Banana,54.46,20.7
2023-05-02,Pettah,Pineapple,85.14,3.2
2023-05-02,Meegoda,TJC mango,91.1,10.9
2023-05-02,Meegoda,Banana,51.67,17.5
2023-05-02,Meegoda,Pineapple,80.4,2.6
2023-05-02,Narahenpita,TJC mango,105.71,11.3
2023-05-02,Narahenpita,Banana,65.06,11.3
2023-05-02,Narahenpita,Pineapple,84.29,2.0
2023-05-02,Embilipitiya,TJC mango,101.13,11.3
2023-05-02,Embilipitiya,Banana,55.51,24.8
2023-05-02,Embilipitiya,Pineapple,70.6,4.0
2023-05-03,Dambulla,TJC mango,130.83,8.6
2023-05-03,Dambulla,Banana,72.33,16.6
2023-05-03,Dambulla,Pineapple,78.37,4.7
2023-05-03,Pettah,TJC mango,130.58,8.5
2023-05-03,Pettah,Banana,65.4,16.7
2023-05-03,Pettah,Pineapple,65.99,4.3
2023-05-03,Meegoda,TJC mango,,
2023-05-03,Meegoda,Banana,55.78,19.9
2023-05-03,Meegoda,Pineapple,86.7,3.2
2023-05-03,Narahenpita,TJC mango,126.83,10.1
2023-05-03,Narahenpita,Banana,44.76,20.6
2023-05-03,Narahenpita,Pineapple,87.32,5.4
2023-05-03,Embilipitiya,TJC mango,104.28,7.6
2023-05-03,Embilipitiya,Banana,51.31,26.5
2023-05-03,Embilipitiya,Pineapple,78.02,4.4
2023-05-04,Dambulla,TJC mango,131.22,9.2
2023-05-04,Dambulla,Banana,56.02,11.5
2023-05-04,Dambulla,Pineapple,77.68,4.6
2023-05-04,Pettah,TJC mango,111.27,4.5
2023-05-04,Pettah,Banana,51.51,24.9
2023-05-04,Pettah,Pineapple,72.36,3.1
2023-05-04,Meegoda,TJC mango,123.39,9.3
2023-05-04,Meegoda,Banana,51.0,30.1
2023-05-04,Meegoda,Pineapple,91.31,4.6
2023-05-04,Narahenpita,TJC mango,116.7,6.7
2023-05-04,Narahenpita,Banana,77.19,17.3
2023-05-04,Narahenpita,Pineapple,80.06,4.9
2023-05-04,Embilipitiya,TJC mango,103.83,3.5
2023-05-04,Embilipitiya,Banana,77.88,16.5
2023-05-04,Embilipitiya,Pineapple,81.85,3.9
2023-05-05,Dambulla,TJC mango,130.71,6.4
2023-05-05,Dambulla,Banana,61.42,16.2
2023-05-05,Dambulla,Pineapple,83.31,4.1
2023-05-05,Pettah,TJC mango,121.15,7.8
2023-05-05,Pettah,Banana,60.13,21.6
2023-05-05,Pettah,Pineapple,78.75,5.1
2023-05-05,Meegoda,TJC mango,131.39,5.5
2023-05-05,Meegoda,Banana,57.61,17.4
2023-05-05,Meegoda,Pineapple,82.76,2.9
2023-05-05,Narahenpita,TJC mango,105.01,7.4
2023-05-05,Narahenpita,Banana,62.49,20.0
2023-05-05,Narahenpita,Pineapple,88.94,2.0
2023-05-05,Embilipitiya,TJC mango,138.89,9.1
2023-05-05,Embilipitiya,Banana,58.84,20.7
2023-05-05,Embilipitiya,Pineapple,74.07,2.3
2023-05-06,Dambulla,TJC mango,127.69,10.0
2023-05-06,Dambulla,Banana,64.12,13.0
2023-05-06,Dambulla,Pineapple,73.49,2.6
2023-05-06,Pettah,TJC mango,100.42,8.4
2023-05-06,Pettah,Banana,53.6,12.1
2023-05-06,Pettah,Pineapple,62.25,5.1
2023-05-06,Meegoda,TJC mango,130.82,10.6
2023-05-06,Meegoda,Banana,47.57,19.5
2023-05-06,Meegoda,Pineapple,97.13,4.1
2023-05-06,Narahenpita,TJC mango,119.76,10.2
2023-05-06,Narahenpita,Banana,61.7,19.5
2023-05-06,Narahenpita,Pineapple,89.53,3.3
2023-05-06,Embilipitiya,TJC mango,94.78,3.0
2023-05-06,Embilipitiya,Banana,49.63,16.8
2023-05-06,Embilipitiya,Pineapple,72.89,5.0
2023-05-07,Dambulla,TJC mango,109.46,8.8
2023-05-07,Dambulla,Banana,61.98,18.4
2023-05-07,Dambulla,Pineapple,75.35,5.3
2023-05-07,Pettah,TJC mango,85.94,6.9
2023-05-07,Pettah,Banana,59.44,15.8
2023-05-07,Pettah,Pineapple,88.53,4.1
2023-05-07,Meegoda,TJC mango,117.43,13.9
2023-05-07,Meegoda,Banana,59.31,24.0
2023-05-07,Meegoda,Pineapple,88.55,2.5
2023-05-07,Narahenpita,TJC mango,130.47,4.9
2023-05-07,Narahenpita,Banana,57.25,10.4
2023-05-07,Narahenpita,Pineapple,,
2023-05-07,Embilipitiya,TJC mango,107.12,8.3
2023-05-07,Embilipitiya,Banana,62.17,15.0
2023-05-07,Embilipitiya,Pineapple,84.71,3.4
2023-05-08,Dambulla,TJC mango,125.97,8.2
2023-05-08,Dambulla,Banana,55.42,12.3
2023-05-08,Dambulla,Pineapple,83.5,4.3
2023-05-08,Pettah,TJC mango,113.76,7.1
2023-05-08,Pettah,Banana,61.3,20.7
2023-05-08,Pettah,Pineapple,78.86,4.5
2023-05-08,Meegoda,TJC mango,127.63,8.7
2023-05-08,Meegoda,Banana,65.49,9.8
2023-05-08,Meegoda,Pineapple,73.47,3.8
2023-05-08,Narahenpita,TJC mango,111.66,7.9
2023-05-08,Narahenpita,Banana,54.13,16.1
2023-05-08,Narahenpita,Pineapple,86.23,1.3
2023-05-08,Embilipitiya,TJC mango,110.01,9.7
2023-05-08,Embilipitiya,Banana,63.22,18.0
2023-05-08,Embilipitiya,Pineapple,70.99,5.6
2023-05-09,Dambulla,TJC mango,112.28,8.1
2023-05-09,Dambulla,Banana,49.8,19.8
2023-05-09,Dambulla,Pineapple,90.91,3.5
2023-05-09,Pettah,TJC mango,91.16,6.2
2023-05-09,Pettah,Banana,62.07,15.9
2023-05-09,Pettah,Pineapple,87.68,5.2
2023-05-09,Meegoda,TJC mango,90.3,6.2
2023-05-09,Meegoda,Banana,59.51,22.9
2023-05-09,Meegoda,Pineapple,95.22,4.8
2023-05-09,Narahenpita,TJC mango,121.59,6.0
2023-05-09,Narahenpita,Banana,47.11,12.8
2023-05-09,Narahenpita,Pineapple,68.12,4.8
2023-05-09,Embilipitiya,TJC mango,121.03,4.1
2023-05-09,Embilipitiya,Banana,55.65,22.0
2023-05-09,Embilipitiya,Pineapple,80.03,2.3
2023-05-10,Dambulla,TJC mango,118.66,9.1
2023-05-10,Dambulla,Banana,48.43,19.8
2023-05-10,Dambulla,Pineapple,72.84,5.6
2023-05-10,Pettah,TJC mango,85.28,7.6
2023-05-10,Pettah,Banana,61.37,18.0
2023-05-10,Pettah,Pineapple,87.82,6.4
2023-05-10,Meegoda,TJC mango,130.01,10.7
2023-05-10,Meegoda,Banana,59.54,13.5
2023-05-10,Meegoda,Pineapple,101.16,4.3
2023-05-10,Narahenpita,TJC mango,113.68,11.6
2023-05-10,Narahenpita,Banana,53.26,13.2
2023-05-10,Narahenpita,Pineapple,75.46,3.2
2023-05-10,Embilipitiya,TJC mango,129.5,3.8
2023-05-10,Embilipitiya,Banana,54.66,11.9
2023-05-10,Embilipitiya,Pineapple,64.12,4.2
2023-05-11,Dambulla,TJC mango,106.3,6.6
2023-05-11,Dambulla,Banana,70.16,10.5
2023-05-11,Dambulla,Pineapple,90.7,4.4
2023-05-11,Pettah,TJC mango,145.98,5.5
2023-05-11,Pettah,Banana,55.97,26.1
2023-05-11,Pettah,Pineapple,85.52,5.3
2023-05-11,Meegoda,TJC mango,131.0,7.3
2023-05-11,Meegoda,Banana,43.75,20.1
2023-05-11,Meegoda,Pineapple,94.68,3.0
2023-05-11,Narahenpita,TJC mango,112.43,9.0
2023-05-11,Narahenpita,Banana,50.02,20.6
2023-05-11,Narahenpita,Pineapple,67.84,5.3
2023-05-11,Embilipitiya,TJC mango,127.22,6.3
2023-05-11,Embilipitiya,Banana,67.61,27.1
2023-05-11,Embilipitiya,Pineapple,81.86,4.3
2023-05-12,Dambulla,TJC mango,111.71,10.3
2023-05-12,Dambulla,Banana,61.1,11.8
2023-05-12,Dambulla,Pineapple,78.83,2.4
2023-05-12,Pettah,TJC mango,151.95,6.2
2023-05-12,Pettah,Banana,58.86,15.1
2023-05-12,Pettah,Pineapple,85.18,3.2
2023-05-12,Meegoda,TJC mango,109.84,7.3
2023-05-12,Meegoda,Banana,68.09,18.8
2023-05-12,Meegoda,Pineapple,,
2023-05-12,Narahenpita,TJC mango,129.45,3.1
2023-05-12,Narahenpita,Banana,44.87,23.8
2023-05-12,Narahenpita,Pineapple,,
2023-05-12,Embilipitiya,TJC mango,124.15,5.4
2023-05-12,Embilipitiya,Banana,53.48,21.9
2023-05-12,Embilipitiya,Pineapple,74.47,6.8
2023-05-13,Dambulla,TJC mango,120.72,6.8
2023-05-13,Dambulla,Banana,45.26,16.2
2023-05-13,Dambulla,Pineapple,94.95,3.5
2023-05-13,Pettah,TJC mango,120.1,6.7
2023-05-13,Pettah,Banana,50.3,19.4
2023-05-13,Pettah,Pineapple,73.72,3.4
2023-05-13,Meegoda,TJC mango,137.77,5.5
2023-05-13,Meegoda,Banana,67.76,22.6
2023-05-13,Meegoda,Pineapple,73.37,4.1
2023-05-13,Narahenpita,TJC mango,119.53,10.4
2023-05-13,Narahenpita,Banana,,
2023-05-13,Narahenpita,Pineapple,88.07,5.7
2023-05-13,Embilipitiya,TJC mango,134.72,7.8
2023-05-13,Embilipitiya,Banana,59.89,14.0
2023-05-13,Embilipitiya,Pineapple,83.52,3.3
2023-05-14,Dambulla,TJC mango,98.59,7.5
2023-05-14,Dambulla,Banana,69.21,19.0
2023-05-14,Dambulla,Pineapple,74.03,4.2
2023-05-14,Pettah,TJC mango,126.47,4.3
2023-05-14,Pettah,Banana,41.49,23.5
2023-05-14,Pettah,Pineapple,92.64,2.1
2023-05-14,Meegoda,TJC mango,94.45,11.1
2023-05-14,Meegoda,Banana,55.28,13.7
2023-05-14,Meegoda,Pineapple,91.52,2.3
2023-05-14,Narahenpita,TJC mango,129.19,8.5
2023-05-14,Narahenpita,Banana,66.01,11.4
2023-05-14,Narahenpita,Pineapple,86.21,2.6
2023-05-14,Embilipitiya,TJC mango,,
2023-05-14,Embilipitiya,Banana,67.21,18.8
2023-05-14,Embilipitiya,Pineapple,62.7,4.2
2023-05-15,Dambulla,TJC mango,122.09,9.8
2023-05-15,Dambulla,Banana,54.24,13.0
2023-05-15,Dambulla,Pineapple,84.7,1.3
2023-05-15,Pettah,TJC mango,106.77,9.4
2023-05-15,Pettah,Banana,60.55,20.7
2023-05-15,Pettah,Pineapple,89.16,4.0
2023-05-15,Meegoda,TJC mango,136.01,7.4
2023-05-15,Meegoda,Banana,57.93,21.4
2023-05-15,Meegoda,Pineapple,66.81,5.3
2023-05-15,Narahenpita,TJC mango,130.62,5.0
2023-05-15,Narahenpita,Banana,60.35,17.7
2023-05-15,Narahenpita,Pineapple,65.4,5.3
2023-05-15,Embilipitiya,TJC mango,112.04,6.7
2023-05-15,Embilipitiya,Banana,44.28,13.3
2023-05-15,Embilipitiya,Pineapple,79.54,3.1
2023-05-16,Dambulla,TJC mango,121.11,6.6
2023-05-16,Dambulla,Banana,71.79,15.2
2023-05-16,Dambulla,Pineapple,71.68,4.0
2023-05-16,Pettah,TJC mango,120.45,11.0
2023-05-16,Pettah,Banana,48.22,10.0
2023-05-16,Pettah,Pineapple,81.14,4.6
2023-05-16,Meegoda,TJC mango,137.01,10.3
2023-05-16,Meegoda,Banana,,
2023-05-16,Meegoda,Pineapple,87.75,5.4
2023-05-16,Narahenpita,TJC mango,111.37,6.8
2023-05-16,Narahenpita,Banana,57.44,14.9
2023-05-16,Narahenpita,Pineapple,89.17,2.6
2023-05-16,Embilipitiya,TJC mango,120.26,8.2
2023-05-16,Embilipitiya,Banana,58.17,16.8
2023-05-16,Embilipitiya,Pineapple,89.7,4.2
2023-05-17,Dambulla,TJC mango,115.92,7.8
2023-05-17,Dambulla,Banana,52.54,7.9
2023-05-17,Dambulla,Pineapple,74.64,4.3
2023-05-17,Pettah,TJC mango,131.26,7.2
2023-05-17,Pettah,Banana,51.77,14.2
2023-05-17,Pettah,Pineapple,65.47,4.1
2023-05-17,Meegoda,TJC mango,130.46,7.4
2023-05-17,Meegoda,Banana,76.93,17.3
2023-05-17,Meegoda,Pineapple,64.9,4.1
2023-05-17,Narahenpita,TJC mango,141.24,8.1
2023-05-17,Narahenpita,Banana,46.24,19.3
2023-05-17,Narahenpita,Pineapple,63.1,3.1
2023-05-17,Embilipitiya,TJC mango,119.82,9.0
2023-05-17,Embilipitiya,Banana,64.96,15.9
2023-05-17,Embilipitiya,Pineapple,76.85,4.1
2023-05-18,Dambulla,TJC mango,122.6,9.7
2023-05-18,Dambulla,Banana,60.09,10.2
2023-05-18,Dambulla,Pineapple,76.58,4.0
2023-05-18,Pettah,TJC mango,125.48,12.2
2023-05-18,Pettah,Banana,60.06,11.8
2023-05-18,Pettah,Pineapple,77.6,2.9
2023-05-18,Meegoda,TJC mango,103.07,7.9
2023-05-18,Meegoda,Banana,72.41,16.7
2023-05-18,Meegoda,Pineapple,82.7,2.7
2023-05-18,Narahenpita,TJC mango,109.14,6.6
2023-05-18,Narahenpita,Banana,52.43,19.5
2023-05-18,Narahenpita,Pineapple,81.54,5.1
2023-05-18,Embilipitiya,TJC mango,106.41,8.8
2023-05-18,Embilipitiya,Banana,63.11,9.2
2023-05-18,Embilipitiya,Pineapple,71.47,4.6
2023-05-19,Dambulla,TJC mango,131.12,2.8
2023-05-19,Dambulla,Banana,66.0,17.1
2023-05-19,Dambulla,Pineapple,66.07,4.3
2023-05-19,Pettah,TJC mango,97.83,11.8
2023-05-19,Pettah,Banana,60.78,18.8
2023-05-19,Pettah,Pineapple,97.84,3.8
2023-05-19,Meegoda,TJC mango,121.56,6.2
2023-05-19,Meegoda,Banana,50.12,20.9
2023-05-19,Meegoda,Pineapple,77.63,4.3
2023-05-19,Narahenpita,TJC mango,99.67,7.1
2023-05-19,Narahenpita,Banana,53.84,18.6
2023-05-19,Narahenpita,Pineapple,84.78,2.1
2023-05-19,Embilipitiya,TJC mango,120.2,6.0
2023-05-19,Embilipitiya,Banana,58.33,21.7
2023-05-19,Embilipitiya,Pineapple,72.89,5.4
2023-05-20,Dambulla,TJC mango,122.69,7.0
2023-05-20,Dambulla,Banana,53.61,17.4
2023-05-20,Dambulla,Pineapple,92.86,3.7
2023-05-20,Pettah,TJC mango,102.62,9.4
2023-05-20,Pettah,Banana,63.59,16.7
2023-05-20,Pettah,Pineapple,80.29,5.3
2023-05-20,Meegoda,TJC mango,120.36,11.4
2023-05-20,Meegoda,Banana,63.03,20.1
2023-05-20,Meegoda,Pineapple,73.52,4.5
2023-05-20,Narahenpita,TJC mango,132.74,7.8
2023-05-20,Narahenpita,Banana,61.74,12.0
2023-05-20,Narahenpita,Pineapple,86.27,3.2
2023-05-20,Embilipitiya,TJC mango,115.0,8.2
2023-05-20,Embilipitiya,Banana,55.77,8.4
2023-05-20,Embilipitiya,Pineapple,73.39,3.4
2023-05-21,Dambulla,TJC mango,141.33,7.5
2023-05-21,Dambulla,Banana,63.24,17.0
2023-05-21,Dambulla,Pineapple,76.79,3.4
2023-05-21,Pettah,TJC mango,141.96,9.4
2023-05-21,Pettah,Banana,59.3,23.3
2023-05-21,Pettah,Pineapple,81.83,5.2
2023-05-21,Meegoda,TJC mango,126.35,8.3
2023-05-21,Meegoda,Banana,54.71,19.3
2023-05-21,Meegoda,Pineapple,102.47,5.4
2023-05-21,Narahenpita,TJC mango,106.72,6.2
2023-05-21,Narahenpita,Banana,53.82,21.1
2023-05-21,Narahenpita,Pineapple,77.46,3.0
2023-05-21,Embilipitiya,TJC mango,103.93,6.2
2023-05-21,Embilipitiya,Banana,55.97,7.1
2023-05-21,Embilipitiya,Pineapple,,
2023-05-22,Dambulla,TJC mango,89.28,9.5
2023-05-22,Dambulla,Banana,75.5,29.7
2023-05-22,Dambulla,Pineapple,74.01,5.8
2023-05-22,Pettah,TJC mango,141.85,7.3
2023-05-22,Pettah,Banana,57.44,20.6
2023-05-22,Pettah,Pineapple,76.71,6.0
2023-05-22,Meegoda,TJC mango,126.28,6.6
2023-05-22,Meegoda,Banana,43.77,23.5
2023-05-22,Meegoda,Pineapple,79.37,5.3
2023-05-22,Narahenpita,TJC mango,124.28,6.5
2023-05-22,Narahenpita,Banana,59.71,20.2
2023-05-22,Narahenpita,Pineapple,64.47,4.7
2023-05-22,Embilipitiya,TJC mango,121.64,8.5
2023-05-22,Embilipitiya,Banana,51.6,21.2
2023-05-22,Embilipitiya,Pineapple,68.32,3.6
2023-05-23,Dambulla,TJC mango,156.29,6.0
2023-05-23,Dambulla,Banana,62.68,18.0
2023-05-23,Dambulla,Pineapple,92.32,4.5
2023-05-23,Pettah,TJC mango,100.53,11.4
2023-05-23,Pettah,Banana,69.25,19.2
2023-05-23,Pettah,Pineapple,86.88,2.6
2023-05-23,Meegoda,TJC mango,130.09,6.6
2023-05-23,Meegoda,Banana,57.45,17.9
2023-05-23,Meegoda,Pineapple,101.54,4.5
2023-05-23,Narahenpita,TJC mango,116.16,6.9
2023-05-23,Narahenpita,Banana,,
2023-05-23,Narahenpita,Pineapple,78.13,3.4
2023-05-23,Embilipitiya,TJC mango,103.1,5.0
2023-05-23,Embilipitiya,Banana,58.38,22.2
2023-05-23,Embilipitiya,Pineapple,91.74,4.5
2023-05-24,Dambulla,TJC mango,92.46,4.7
2023-05-24,Dambulla,Banana,62.03,15.3
2023-05-24,Dambulla,Pineapple,82.55,3.4
2023-05-24,Pettah,TJC mango,144.27,8.0
2023-05-24,Pettah,Banana,67.86,17.1
2023-05-24,Pettah,Pineapple,84.06,5.6
2023-05-24,Meegoda,TJC mango,107.64,9.9
2023-05-24,Meegoda,Banana,64.02,18.9
2023-05-24,Meegoda,Pineapple,61.75,4.3
2023-05-24,Narahenpita,TJC mango,133.4,8.0
2023-05-24,Narahenpita,Banana,60.84,13.0
2023-05-24,Narahenpita,Pineapple,79.24,2.7
2023-05-24,Embilipitiya,TJC mango,88.83,8.3
2023-05-24,Embilipitiya,Banana,51.38,25.5
2023-05-24,Embilipitiya,Pineapple,80.39,4.0
2023-05-25,Dambulla,TJC mango,115.32,4.9
2023-05-25,Dambulla,Banana,57.43,16.3
2023-05-25,Dambulla,Pineapple,,
2023-05-25,Pettah,TJC mango,126.18,7.7
2023-05-25,Pettah,Banana,49.08,11.7
2023-05-25,Pettah,Pineapple,82.37,3.7
2023-05-25,Meegoda,TJC mango,,
2023-05-25,Meegoda,Banana,58.24,24.2
2023-05-25,Meegoda,Pineapple,51.37,5.0
2023-05-25,Narahenpita,TJC mango,126.32,4.1
2023-05-25,Narahenpita,Banana,50.01,22.8
2023-05-25,Narahenpita,Pineapple,66.09,4.9
2023-05-25,Embilipitiya,TJC mango,122.03,8.9
2023-05-25,Embilipitiya,Banana,54.89,14.1
2023-05-25,Embilipitiya,Pineapple,90.64,2.0
2023-05-26,Dambulla,TJC mango,122.04,8.6
2023-05-26,Dambulla,Banana,49.33,16.3
2023-05-26,Dambulla,Pineapple,86.82,5.4
2023-05-26,Pettah,TJC mango,98.47,10.4
2023-05-26,Pettah,Banana,79.47,15.2
2023-05-26,Pettah,Pineapple,90.89,3.3
2023-05-26,Meegoda,TJC mango,119.68,7.5
2023-05-26,Meegoda,Banana,60.8,12.1
2023-05-26,Meegoda,Pineapple,53.59,2.4
2023-05-26,Narahenpita,TJC mango,115.24,10.3
2023-05-26,Narahenpita,Banana,50.67,17.8
2023-05-26,Narahenpita,Pineapple,77.2,4.5
2023-05-26,Embilipitiya,TJC mango,132.93,9.6
2023-05-26,Embilipitiya,Banana,57.68,20.5
2023-05-26,Embilipitiya,Pineapple,78.85,3.9
2023-05-27,Dambulla,TJC mango,128.56,10.4
2023-05-27,Dambulla,Banana,61.08,16.5
2023-05-27,Dambulla,Pineapple,76.64,3.9
2023-05-27,Pettah,TJC mango,115.52,10.0
2023-05-27,Pettah,Banana,63.55,15.0
2023-05-27,Pettah,Pineapple,67.5,2.4
2023-05-27,Meegoda,TJC mango,128.71,6.2
2023-05-27,Meegoda,Banana,56.78,13.8
2023-05-27,Meegoda,Pineapple,86.03,3.9
2023-05-27,Narahenpita,TJC mango,129.22,10.1
2023-05-27,Narahenpita,Banana,62.88,24.0
2023-05-27,Narahenpita,Pineapple,75.77,2.7
2023-05-27,Embilipitiya,TJC mango,120.23,8.0
2023-05-27,Embilipitiya,Banana,66.61,26.9
2023-05-27,Embilipitiya,Pineapple,85.45,1.3
2023-05-28,Dambulla,TJC mango,169.16,8.3
2023-05-28,Dambulla,Banana,67.76,17.5
2023-05-28,Dambulla,Pineapple,81.74,4.3
2023-05-28,Pettah,TJC mango,117.62,7.2
2023-05-28,Pettah,Banana,64.04,21.1
2023-05-28,Pettah,Pineapple,70.71,3.3
2023-05-28,Meegoda,TJC mango,139.16,7.9
2023-05-28,Meegoda,Banana,,
2023-05-28,Meegoda,Pineapple,65.59,3.2
2023-05-28,Narahenpita,TJC mango,136.07,7.6
2023-05-28,Narahenpita,Banana,66.45,23.3
2023-05-28,Narahenpita,Pineapple,80.45,3.3
2023-05-28,Embilipitiya,TJC mango,122.4,10.8
2023-05-28,Embilipitiya,Banana,57.28,18.1
2023-05-28,Embilipitiya,Pineapple,68.25,5.4
2023-05-29,Dambulla,TJC mango,113.91,7.8
2023-05-29,Dambulla,Banana,57.55,19.4
2023-05-29,Dambulla,Pineapple,64.36,3.8
2023-05-29,Pettah,TJC mango,116.0,7.8
2023-05-29,Pettah,Banana,50.85,17.0
2023-05-29,Pettah,Pineapple,68.87,3.7
2023-05-29,Meegoda,TJC mango,152.18,9.3
2023-05-29,Meegoda,Banana,45.13,21.7
2023-05-29,Meegoda,Pineapple,73.34,3.6
2023-05-29,Narahenpita,TJC mango,106.73,6.7
2023-05-29,Narahenpita,Banana,49.63,13.2
2023-05-29,Narahenpita,Pineapple,75.7,4.0
2023-05-29,Embilipitiya,TJC mango,136.49,7.8
2023-05-29,Embilipitiya,Banana,57.37,11.5
2023-05-29,Embilipitiya,Pineapple,76.9,3.6
2023-05-30,Dambulla,TJC mango,135.32,9.3
2023-05-30,Dambulla,Banana,63.98,4.5
2023-05-30,Dambulla,Pineapple,72.25,4.9
2023-05-30,Pettah,TJC mango,122.39,8.9
2023-05-30,Pettah,Banana,62.33,20.5
2023-05-30,Pettah,Pineapple,89.92,4.1
2023-05-30,Meegoda,TJC mango,120.54,8.4
2023-05-30,Meegoda,Banana,45.72,12.6
2023-05-30,Meegoda,Pineapple,88.14,4.9
2023-05-30,Narahenpita,TJC mango,122.14,10.9
2023-05-30,Narahenpita,Banana,77.34,17.4
2023-05-30,Narahenpita,Pineapple,77.48,3.9
2023-05-30,Embilipitiya,TJC mango,135.95,5.8
2023-05-30,Embilipitiya,Banana,56.99,21.3
2023-05-30,Embilipitiya,Pineapple,72.58,4.3
2023-05-31,Dambulla,TJC mango,86.93,7.5
2023-05-31,Dambulla,Banana,68.81,16.8
2023-05-31,Dambulla,Pineapple,81.64,3.8
2023-05-31,Pettah,TJC mango,129.43,8.0
2023-05-31,Pettah,Banana,78.94,14.0
2023-05-31,Pettah,Pineapple,80.89,5.6
2023-05-31,Meegoda,TJC mango,93.45,5.2
2023-05-31,Meegoda,Banana,59.49,11.6
2023-05-31,Meegoda,Pineapple,81.21,4.2
2023-05-31,Narahenpita,TJC mango,111.69,7.8
2023-05-31,Narahenpita,Banana,70.54,15.9
2023-05-31,Narahenpita,Pineapple,71.31,3.9
2023-05-31,Embilipitiya,TJC mango,130.68,8.5
2023-05-31,Embilipitiya,Banana,56.85,18.1
2023-05-31,Embilipitiya,Pineapple,89.24,3.1
2023-06-01,Dambulla,TJC mango,122.6,9.5
2023-06-01,Dambulla,Banana,58.98,19.6
2023-06-01,Dambulla,Pineapple,66.45,5.4
2023-06-01,Pettah,TJC mango,118.0,8.9
2023-06-01,Pettah,Banana,60.1,10.3
2023-06-01,Pettah,Pineapple,83.02,5.4
2023-06-01,Meegoda,TJC mango,116.95,9.3
2023-06-01,Meegoda,Banana,56.79,16.1
2023-06-01,Meegoda,Pineapple,84.16,3.5
2023-06-01,Narahenpita,TJC mango,92.78,11.2
2023-06-01,Narahenpita,Banana,77.39,21.2
2023-06-01,Narahenpita,Pineapple,67.2,4.9
2023-06-01,Embilipitiya,TJC mango,123.21,6.4
2023-06-01,Embilipitiya,Banana,49.26,13.8
2023-06-01,Embilipitiya,Pineapple,,
2023-06-02,Dambulla,TJC mango,143.38,9.1
2023-06-02,Dambulla,Banana,53.08,16.6
2023-06-02,Dambulla,Pineapple,68.35,4.5
2023-06-02,Pettah,TJC mango,119.51,9.2
2023-06-02,Pettah,Banana,59.76,8.9
2023-06-02,Pettah,Pineapple,75.52,4.2
2023-06-02,Meegoda,TJC mango,113.17,9.7
2023-06-02,Meegoda,Banana,52.85,19.0
2023-06-02,Meegoda,Pineapple,75.49,3.7
2023-06-02,Narahenpita,TJC mango,108.4,4.6
2023-06-02,Narahenpita,Banana,65.2,25.5
2023-06-02,Narahenpita,Pineapple,82.3,4.7
2023-06-02,Embilipitiya,TJC mango,103.38,7.6
2023-06-02,Embilipitiya,Banana,45.73,22.8
2023-06-02,Embilipitiya,Pineapple,70.7,4.6
2023-06-03,Dambulla,TJC mango,125.23,4.4
2023-06-03,Dambulla,Banana,63.36,10.8
2023-06-03,Dambulla,Pineapple,80.72,4.2
2023-06-03,Pettah,TJC mango,102.21,8.2
2023-06-03,Pettah,Banana,76.94,10.1
2023-06-03,Pettah,Pineapple,69.09,4.7
2023-06-03,Meegoda,TJC mango,135.12,9.0
2023-06-03,Meegoda,Banana,65.46,23.7
2023-06-03,Meegoda,Pineapple,73.12,4.4
2023-06-03,Narahenpita,TJC mango,116.66,13.2
2023-06-03,Narahenpita,Banana,59.31,13.6
2023-06-03,Narahenpita,Pineapple,88.81,4.3
2023-06-03,Embilipitiya,TJC mango,90.92,10.3
2023-06-03,Embilipitiya,Banana,56.69,20.3
2023-06-03,Embilipitiya,Pineapple,76.74,4.1
2023-06-04,Dambulla,TJC mango,90.57,4.4
2023-06-04,Dambulla,Banana,74.06,23.0
2023-06-04,Dambulla,Pineapple,78.31,4.1
2023-06-04,Pettah,TJC mango,127.18,6.8
2023-06-04,Pettah,Banana,51.27,14.4
2023-06-04,Pettah,Pineapple,78.54,5.7
2023-06-04,Meegoda,TJC mango,130.38,8.6
2023-06-04,Meegoda,Banana,63.75,15.3
2023-06-04,Meegoda,Pineapple,60.81,3.3
2023-06-04,Narahenpita,TJC mango,117.73,9.0
2023-06-04,Narahenpita,Banana,47.25,15.0
2023-06-04,Narahenpita,Pineapple,,
2023-06-04,Embilipitiya,TJC mango,128.13,8.9
2023-06-04,Embilipitiya,Banana,43.62,18.7
2023-06-04,Embilipitiya,Pineapple,85.18,3.7
2023-06-05,Dambulla,TJC mango,131.26,9.0
2023-06-05,Dambulla,Banana,66.81,26.2
2023-06-05,Dambulla,Pineapple,72.93,4.8
2023-06-05,Pettah,TJC mango,112.81,6.5
2023-06-05,Pettah,Banana,63.99,15.8
2023-06-05,Pettah,Pineapple,83.66,3.5
